date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:24	2802/2802	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202026%2006:53:24%20GMT	https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d63834.998390829955!2d101.375369!3d0.46415899999999993!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x31d5a84367b94b55%3A0x20f57d4a7efd5556!2sBank%20Syariah%20Berkah!5e0!3m2!1sen!2sid!4v1739156905238!5m2!1sen!2sid	C:/My%20Web%20Sites/company-profile/www.google.com/maps/embed7f46.html	(from https://banksyariahberkah.com/kantor/kcp)
13:53:25	4381524/4381524	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Feb%202025%2019:13:28%20GMT	https://banksyariahberkah.com/assets/img/novrawaldy.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/novrawaldy.png	(from https://banksyariahberkah.com/profil/dewandireksi)
13:53:25	3331/3331	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202026%2006:53:24%20GMT	https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3989.7466590353943!2d101.01891!3d0.343403!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x31d514362354eab5%3A0x518e63c3a86ade13!2sAl-Ihsan%20Mosque%20-%20Islamic%20Centre%20Kabupaten%20Kampar!5e0!3m2!1sen!2sid!4v1739156698238!5m2!1sen!2sid	C:/My%20Web%20Sites/company-profile/www.google.com/maps/embed0ad3.html	(from https://banksyariahberkah.com/kantor/kkb)
13:53:27	80421/80421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213a25-1yL6mYLaiqSN+IJRuxiX8Twds7k%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/company-profile/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	(from https://banksyariahberkah.com/pengajuan/pembiayaan)
13:53:28	29365/29365	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202026%2006:53:23%20GMT	https://banksyariahberkah.com/informasi/rups07_04_2024	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/informasi/rups07_04_2024.html	(from https://banksyariahberkah.com/informasi/all_berita)
13:53:29	190897/190897	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202025%2020:28:58%20GMT	https://banksyariahberkah.com/assets/img/foto_berita/rupslb01_11_2023.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/foto_berita/rupslb01_11_2023.jpg	(from https://banksyariahberkah.com/informasi/all_berita)
13:53:29	137841/137841	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Feb%202025%2000:06:22%20GMT	https://banksyariahberkah.com/assets/img/foto_berita/rups07_04_2024.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/foto_berita/rups07_04_2024.jpg	(from https://banksyariahberkah.com/informasi/all_berita)
13:53:29	28928/28928	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202026%2006:53:23%20GMT	https://banksyariahberkah.com/informasi/rupslb01_11_2023	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/informasi/rupslb01_11_2023.html	(from https://banksyariahberkah.com/informasi/all_berita)
13:53:34	1601634/1601634	---M--	200	added ('OK')	application/pdf	date:Fri,%2013%20Sep%202024%2000:42:26%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_juni_2019.pdf	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_juni_2019.pdf	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:34	1590390/1590390	---M--	200	added ('OK')	application/pdf	date:Fri,%2013%20Sep%202024%2001:03:34%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_maret_2019.pdf	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_maret_2019.pdf	(from https://banksyariahberkah.com/laporan/publikasi)
